amigo,sexo,publicacion
ijm,m,Una forma simple con memes
ijm,m,Ahí si no les encanto muchoo!
ijm,m,"Gary, tuve ese sueño de nuevo!"
ijm,m,Era Halloween no lo que Callamos las Mujeres.
ijm,m,Panistas les llaman
ijm,m,Es que briiiiishaaaa
ijm,m,"A mi solo me gustan altos, barbones, tatuados, guapos, con dinero y solteros."
ijm,m,Estas viendo la escena post-créditos de No Way Home:
ijm,m,Cuándo dejan al nuevo cerrar el changarro.
ijm,m,Más empatía porfavor!!! 
ijm,m,a female in her red hair phase
ijm,m,"Necesito dos de esos compas que siempre dicen ""aquí andamos pa lo que sea"", Pido ser Kiko."
ijm,m,Pasenle Ya tenemos atracciones Bailarinas Gracias leo cuando no tienes nada q hacer we. Jajaja
ijm,m,"En una ocasión, el Doctor Octopus se apoderó del cuerpo de Spider-Man, y estuvo un par de años viviendo la vida de Peter Parker."
ijm,m,La mejor versión de Doctor Strange hasta ahora
ijm,m,Mis amigos pidiéndome la tarea
ijm,m,"Una de las cosas más irreales que ha hecho Disney en sus adaptaciones, fue hacer a Zeus un amoroso padre y Esposo devoto"
ijm,m,*sube una putifoto a instagram y ya*
ijm,m,Me ENCANTA porque es muy real
ijm,m,Espéreme profe estoy batallando para entrar a teams
ijm,m,O no les saben pegar chido... :^)
ijm,m,Sin raspar muebles decimos en México
ijm,m,"Después de los rumores ya es oficial, la secuela de  "“Spider-Man: Into The Spider-verse”" se llamará  "“SPIDER-MAN: ACROSS THE SPIDER-VERSE”""
ijm,m,Triste por que este miércoles no hay What If? y lo que queda del mes no hay contenido de Marvel Studios .
jgs,m,No ps oigame...
jgs,m,Sin lugar a duda
jgs,m,Como que me empieza a estorbar la cartera
jgs,m,5mentarios...(Inserte canción favorita)
jgs,m,Que tengan un excelente inicio de mesNo maames... encontré una donde no tienes barba... estará cabron verte así de nuevo Te voy a rasurar perro!! XD Muchas
jgs,m,felicidades pinche guerrero de la vida nivel legendario matadioses
jgs,m,"Tenía esperanza, la neta"
jgs,m,"Jesús García me siento feliz y orgulloso de ti bro, ya hay que echar caguamas"
jgs,m,Y todo se reduce a mañana... Un placer banda Vamos con todo
jgs,m,Jesús García no hagan enojar a dora Luis Ramirez
jgs,m,Fernando Zúñiga es un amor el pinche Dante
jgs,m,"Jesús García  mi cumple de hacerca, me gustan los de Pantera Negra o Thanos"
jgs,m,Un buen regalo para los niños grandes
jgs,m,Jesús García  si eres we...!! I lo
jgs,m,Por ello ya hay calcetines nuevos :3 
jgs,m,Solo falta un detallito ve so much.!!
jgs,m,"Jajaja nmms, 6 años de esa madre Era taan joven"
jgs,m,Abimael Jesús Cristián eso si me procupa cabron
jgs,m,Que pasó amiguito? jojo (Con voz de Mikey)
jgs,m,Al cabo ya voy a cambiar de cartera... Espero encontrar una vertical
jgs,m,A que triste.... ya estaríamos en el pre
jgs,m,"El mayor regalo que tengo en la vida, es el baloncesto."
jgs,m,"Perfectamente equilibrado, como todo debe estar..."
jgs,m,¿Quién soy yo para negarme?...
jgs,m,"Algún día voy a estar así, con mi compita en una moto y en la playa."
jgs,m,"datos curioso del día, que nadie, pero nadie quería saber XD"
jgs,m,"Paso para informar que a las afueras de la Casa del Jubilado, colonia Haciendas del Rincón, las enfermeras se encuentran aplicando la vacuna contra la influenza."
jgs,m,Elegir un vestido para una fiesta es muy importante y los chicos tuvieron la oportunidad de vivir la elegante experiencia de y usar uno por unas cuantas horas.
jgs,m,"Jesús García, hay que conseguirlo y lo armamos juntos, va?"
jgs,m,En este perfil amamos la alitas y unas chelas bien frias
jgs,m,Como cuando tus amigos te ayudan a declararte a tu crush
am_13,f,"Seamos como el universo, así de infinitos, así de inmensos, así de maravillosos siempre"
am_13,f,El amor propio lo cura todo
am_13,f,"Todos tenemos a esa persona que querremos siempre, esté en nuestra vida o no"
am_13,f,Deja de esconderte y empieza a brillar
am_13,f,"Tú no eres una opción, eres un privilegio"
am_13,f,La vida es un sueño y la muerte un despertar
am_13,f,Quererse es el primer paso para ser feliz
am_13,f,Como aprendes a vivir sin alguien que estuvo toda tu vida
am_13,f,La vida es un ratito y ya
am_13,f,Los días sin ti son los que más duelen
am_13,f,"Tu eres eso que tanto quieres ser, solo que no lo puedes ver porque no lo crees"
am_13,f,"No seas lo que sueñas ser, se mucho más"
am_13,f,Oh no.. Si soy
am_13,f,¿Porque será que los años nos irán volviendo más extraños?
am_13,f,Somos diferentes cielos en un mismo mapa
am_13,f,"Todo lo que necesito, está en mi"
am_13,f,La historia de mi vida jajaja
am_13,f,No les pasa que conocen a personas con cubrebocas y cuando las ven sin él se les hacen extraños
am_13,f,Brillando como siempre jaja ok no
am_13,f,Esta vida de adulto no fue como la imaginé
am_13,f,Regresenme hace un año cuando aún había conciertos
am_13,f,Nunca es tarde para volver a comenzar
am_13,f,¿Podemos solo estar y ver el cielo?
am_13,f,Me siento como si estuviera en unas vacaciones interminables
am_13,f,"Ya borré whatsapp, cualquier cosa por transferencia bancaria jaja"
am_13,f,Año nuevo vida nueva
am_13,f,"No más, me gusta tener privacidad jaja"
am_13,f,No puedes comenzar el siguiente capítulo si sigues leyendo el anterior
am_13,f,Pregunta sería ¿A los cuántos días se acaba el recalentado?
am_13,f,"No soy todo lo que ves, pero tampoco ves todo lo que soy"
am_14,m,5 de 8 recorridos
am_14,m,Por ti si probaba los perritos de carne
am_14,m,Un orgullo para el Capulin Banda Perla de Culiacán
am_14,m,A los edecanes no nos dan pases Lo siento
am_14,m,De verde por la madre Rusia Compartan amigos
am_14,m,“Como todas las noches”
am_14,m,El onlyfans no se mantiene de salidas mami
am_14,m,Orgullosamente agricultor
am_14,m,Voy a llevar a mi calabacita  Aprovecho pa ganar dinero
am_14,m,Lugar y fecha
am_14,m,Pero sigo siendo el Rey
am_14,m,Fíjate que yo tengo 3 hetareas del pinto
am_14,m,La mía es roja
am_14,m,"Se dan clases de manejo Tengo mucha paciencia y enseño automático y estándar (no, no grito) Informes por privado"
am_14,m,Apúrale mami
am_14,m,Hacer las cosas con pasión es mi pasión
am_14,m,Siempre puedes contar con papá
am_14,m,Dejen de desearle el mal a los demás. Hay que desear que nos vaya bonito a todos
am_14,m,Amo mi ranchito
am_14,m,Jajajaja solo Salvatierra sabe qué pedo
am_14,m,La última vez que vi a mi papá me pidió llorando que no me acercara porque tenía covid Cada día te extraño mas
am_14,m,Que te diga “soy tu fan”
am_14,m,Gracias soy bueno en ambas cosas
am_14,m,Que siga creciendo la agricultura de conservación
am_14,m,Como dijo Pepe Aguilar Con orgullo por Herencia
am_14,m,Na mas dejen de tomar y esta bien trankas la cosa
am_14,m,Que wenos elotes padrino
am_14,m,Hasta uchepos le llevo mi reina
am_14,m,No sabía que los agrónomos hacían música
am_14,m,Con razón ni cuenta me di Me llama mi jefa bien preocupada y yo a media rutina de pecho
am_15,m,Yo el otro día que mi papá hizo pizza.
am_15,m,Pero más salado que nada raza.
am_15,m,Ya diosito aliviana.
am_15,m,Por eso no salgo.
am_15,m,Rumbo al itess.
am_15,m,No nos detendremos hasta ser leyendas.
am_15,m,Momentos únicos.
am_15,m,No te preocupes madre solo me tomaré un cantarito. El cantarito.
am_15,m,Imposible.
am_15,m,A chingao.
am_15,m,Yo con los vídeos de inglés.
am_15,m,No existen límites.
am_15,m,Ocupo.
am_15,m,En eso andamos.
am_15,m,No te pases de lanza Diosito.
am_15,m,Lo mejor de la vida.
am_15,m,La mejor sensación del mundo.
am_15,m,No me desplomó si miro el miedo de frente a frente.
am_15,m,Apenas hoy voy a comprar las hojas para la carpeta y no es broma.
am_15,m,No sean así raza.
am_15,m,El dueño de mi mar.
am_15,m,Con la meta fija.
am_15,m,En mi vida vuelvo a probar esa madre se me receteo el cassette bien feo.
am_15,m,Aguanta.
am_15,m,La respuesta correcta es D.
am_15,m,Que vida.
am_15,m,Haciendo sentadilla libre y peso muerto.
am_15,m,Unas como las que hago.
am_15,m,Acostado a punto de dormír.
am_15,m,Eso pasó hace algunos años. Y aquí andamos dándole a todo al entrenamiento.
am_16,f,Teen wolf y los originales
am_16,f,"Sábados everywhere, digo qué"
am_16,f,"Cha Eunwoo, tú y yo un solo corazón"
am_16,f,Yo me lo tome saliendo y aún así me duele
am_16,f,Que emoción ojalá revivieran a klaus y elijah
am_16,f,Ojalá que canten my universe en cdmx y que pongan el mv con bts en pantallas para que a todos mexicanos machitos se les reviente una vena
am_16,f,"Amor real, nadie te ama como yo"
am_16,f,Feliz día del cumpleaños de Jimin
am_16,f,"Te amo príncipe, te deseo lo mejor todos los días, eres una luz en mi vida, felices 26"
am_16,f,"Odio aquí, Aiden no merecía"
am_16,f,Que bueno que no tuve gestión hoy porque si hubiera sido
am_16,f,Abr está todos se la saben
am_16,f,Ayuda no es un meme
am_16,f,Y q tieneeeee?
am_16,f,Ya saquen otra forma de titularnos pls
am_16,f,Qn dijo esto? Se merece la pandemia
am_16,f,Te amo bts me salvaste de las drogas (es broma familia)
am_16,f,Mmmmmm se me viene a la mente alguieeeeennnnnn
am_16,f,Bye los locales que no les gustan las kseries/dramas la quemaron demasiado
am_16,f,Yo cuando le doy consejos a Lupita jaajajaja
am_16,f,Inglés de la secundaria
am_16,f,DADDY YANKEE POR FAVOR PIENSA BIEN ANTES DE HACER LAS COSAS NO TOMES UNA DECISIÓN APRESURADA POR FAVOR ESTE ES TU HOGAR NO PUEDES IRTE ESTOY LLORANDO SOY TU FAN DESDE QUE TENGO MEMORIA NO TE PUEDES IR SIN SACAR GASOLINA REMIX FT BTS
am_16,f,NO ME LA CUENTESSSSS
am_16,f,"Esta no es la generación perdida, sino la generación que hace excelentes movimientos con las decisiones limitadas que obtuvieron"
am_16,f,Yo pero la niña de los plumones virtual
am_16,f,ajshshshs yo criticando el outfit de Kim dementor desde mi cama con mi pijama desde que inicio la pandemia
am_16,f,"Ya pero Violet & Finch para mi no es romántica, digo"
am_16,f,"Harry te amo, mi yo de 22 te ama igual que mi yo de 14 lo hacía"
am_16,f,"Pasen la info de gestión, por su atención gracias"
am_16,f,Mis otros protegidos los amo que lindos
